entity,bucket,sub_type,extracted_species_prefix,extracted_gene_symbol,match_status,match_type,confidence_tier,ambiguity_count,selected_uniprot_accession,selected_uniprot_entry_name,selected_uniprot_organism,selected_uniprot_source_tier,selected_phytozome_code,selected_phytozome_gene_id,selected_phytozome_base_gene_id,selected_sequence_length,has_sequence,candidate_summary,notes,expected_phytozome_code,expected_uniprot_mnemonic,species_resolution_status,species_match_status,matched_species_category,all_species_hit_count,species_specific_hit_count
protective MT genes,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protective protein class,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protective proteins,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein A2YGL2,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein bodies,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein C2-domain ABA-related 8,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein chaperones,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein complexes,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein components,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein constituents,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein content,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein disulfide isomerase,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein disulfide-isomerase,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein EIN4,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein folding genes,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein interactors,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein kinase,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein kinase A,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein kinase AtGCN2,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein kinase C,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein kinase CDPK2,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein kinase domains,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein kinase genes,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein kinase pGCN2,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein kinase SnRK1,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein kinases,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein methyltransferase,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein phosphatase,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein phosphatase 2C,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein phosphatase 2C 77,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein phosphatase 2C ABI1,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein phosphatase 5,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein phosphatase gene,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein phosphatase P2C78,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein phosphatases,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein phosphatases 2C,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein species,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein spots,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein subunits,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protein-like materials,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
Protein-serine/threonine phosphatase,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
proteinaceous inhibitors,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
proteinase,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
proteinase inhibitor II,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
proteinase inhibitors,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
proteinase K,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
Proteinases,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
Proteins,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
proteins activated by ABA,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
proteins of unknown function,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
proteins related to ethylene insensitivity,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
proteolytic enzyme,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
proteolytic enzymes,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protochlorophyllide oxidoreductase,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
Protochlorophyllide Oxidoreductases,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protochlorophyllide reductase,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protochlorophyllide reductase genes,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
proton pump,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
proton pump interactors,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
proton pumps,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
proton-dependent oligopeptide transporter,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
proton-dependent oligopeptide transporters,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
proton-pumping pyrophosphatases,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
proton-sucrose co-transporters,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
proton-transporting ATP synthase,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
proton:pyruvate cotransporters,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protoporphyrinogen IX oxidase,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
protoporphyrinogen oxidase,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
ProTs,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
proX,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
PRP genes,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
PRP1,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,25,P32111,GSTX1_SOLTU,SOLTU,sprot,,,,,false,P32111|GSTX1_SOLTU|SOLTU|sprot; Q9FZ35|PRP1_ARATH|ARATH|sprot; Q43564|PRP1_MEDTR|MEDTR|sprot; P08012|PRP1_SOYBN|SOYBN|sprot,,,,no_species_provided,no_species_provided,multi_species_ambiguous,25,0
PRPs,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
PRR family,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
PRR genes,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
PRR1,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,23,Q9FVQ6,PILR1_ARATH,ARATH,sprot,,,,,false,Q9FVQ6|PILR1_ARATH|ARATH|sprot; Q689G9|PRR1_ORYSJ|ORYSJ|sprot,,,,no_species_provided,no_species_provided,multi_species_ambiguous,23,0
PRR5,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,3,D8S660,D8S660_SELML,SELML,trembl,,,,,false,D8S660|D8S660_SELML|SELML|trembl; A0A4Y5T7Y5|A0A4Y5T7Y5_AVESA|AVESA|trembl; D0PPG8|D0PPG8_CASSA|CASSA|trembl,,,,no_species_provided,no_species_provided,multi_species_ambiguous,3,0
PRR7,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,15,A0A251VRJ2,A0A251VRJ2_HELAN,HELAN,trembl,,,,,false,A0A251VRJ2|A0A251VRJ2_HELAN|HELAN|trembl; I3NN22|I3NN22_BETVV|BETVV|trembl; A0A8K1UAW4|A0A8K1UAW4_9GENT|9GENT|trembl; A0A0R4XC60|A0A0R4XC60_9MYRT|9MYRT|trembl; A0A0P0BZQ6|A0A0P0BZQ6_PRUDU|PRUDU|trembl,,,,no_species_provided,no_species_provided,multi_species_ambiguous,15,0
PRRs,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
PRT6,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,5,F4KCC2,PRT6_ARATH,ARATH,sprot,,,,,false,F4KCC2|PRT6_ARATH|ARATH|sprot,,,,no_species_provided,no_species_provided,multi_species_ambiguous,5,0
prtA,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
Pru ar 1-like proteins,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
Prupe.4G058300,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
Prupe.6G280800,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
Prupe.8G018100,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
Prx,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
PRX genes,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
PRX proteins,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
PRX-3,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
PRX-5,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
PRX12,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,4,A0A977T6Y6,A0A977T6Y6_9ROSA,9ROSA,trembl,,,,,false,A0A977T6Y6|A0A977T6Y6_9ROSA|9ROSA|trembl; W8PVR0|W8PVR0_POPTR|POPTR|trembl; Q5U1T1|Q5U1T1_ORYSJ|ORYSJ|trembl; A0A388M0F5|A0A388M0F5_CHABU|CHABU|trembl,,,,no_species_provided,no_species_provided,multi_species_ambiguous,4,0
Prx1C gene,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
Prx24,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,2,W8Q7S0,W8Q7S0_POPTR,POPTR,trembl,,,,,false,W8Q7S0|W8Q7S0_POPTR|POPTR|trembl; Q5U1R9|Q5U1R9_ORYSJ|ORYSJ|trembl,,,,no_species_provided,no_species_provided,multi_species_ambiguous,2,0
Prx50,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,2,W8Q491,W8Q491_POPTR,POPTR,trembl,,,,,false,W8Q491|W8Q491_POPTR|POPTR|trembl; Q8W5H8|Q8W5H8_ORYSJ|ORYSJ|trembl,,,,no_species_provided,no_species_provided,multi_species_ambiguous,2,0
Prx52,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,4,A0A8K1TAI4,A0A8K1TAI4_SINHE,SINHE,trembl,,,,,false,A0A8K1TAI4|A0A8K1TAI4_SINHE|SINHE|trembl; W8PVU5|W8PVU5_POPTR|POPTR|trembl; Q5U1P1|Q5U1P1_ORYSJ|ORYSJ|trembl; A0A386JCK3|A0A386JCK3_HUMLU|HUMLU|trembl,,,,no_species_provided,no_species_provided,multi_species_ambiguous,4,0
Prx54,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,2,Q7X766,Q7X766_ORYSJ,ORYSJ,trembl,,,,,false,Q7X766|Q7X766_ORYSJ|ORYSJ|trembl; W8Q7U8|W8Q7U8_POPTR|POPTR|trembl,,,,no_species_provided,no_species_provided,multi_species_ambiguous,2,0
PRX63,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,2,U5FZR5,U5FZR5_POPTR,POPTR,trembl,,,,,false,U5FZR5|U5FZR5_POPTR|POPTR|trembl; Q5U1N0|Q5U1N0_ORYSJ|ORYSJ|trembl,,,,no_species_provided,no_species_provided,multi_species_ambiguous,2,0
PRX65,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,2,Q6AVZ8,Q6AVZ8_ORYSJ,ORYSJ,trembl,,,,,false,Q6AVZ8|Q6AVZ8_ORYSJ|ORYSJ|trembl; W8Q4A4|W8Q4A4_POPTR|POPTR|trembl,,,,no_species_provided,no_species_provided,multi_species_ambiguous,2,0
PRX71,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,2,B9N128,B9N128_POPTR,POPTR,trembl,,,,,false,B9N128|B9N128_POPTR|POPTR|trembl; Q5U1M2|Q5U1M2_ORYSJ|ORYSJ|trembl,,,,no_species_provided,no_species_provided,multi_species_ambiguous,2,0
prx86,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
PRXs,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
ps#15,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
PS2 allele,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
PS2 subunit S,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
Ps26S AAA-ATPase,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
Ps9S-LOX5,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
Psa,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
psaA,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
PSAB,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,15379,Q3V535,PSAB_ACOCL,ACOCL,sprot,,,,,false,Q3V535|PSAB_ACOCL|ACOCL|sprot; Q85FM0|PSAB_ADICA|ADICA|sprot; A4QJB4|PSAB_AETCO|AETCO|sprot; A4QJJ8|PSAB_AETGR|AETGR|sprot; A1EA07|PSAB_AGRST|AGRST|sprot,,,,no_species_provided,no_species_provided,multi_species_ambiguous,15379,0
psaB gene,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
PsACO1,B,species_prefix_Ps,Ps,ACO1,ambiguous,species_prefixed_uniprot_symbol,4,151,Q9ZUN4,ACCO1_ARATH,ARATH,sprot,,,,,false,Q9ZUN4|ACCO1_ARATH|ARATH|sprot; Q04644|ACCO1_CUCME|CUCME|sprot; P31238|ACCO1_DORSP|DORSP|sprot; A2Z1W9|ACCO1_ORYSI|ORYSI|sprot; Q0J1C1|ACCO1_ORYSJ|ORYSJ|sprot,prefix=Ps pcode=None mnemonic=None species_count=0 global_count=151,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_global_match,151,0
PsACS2,B,species_prefix_Ps,Ps,ACS2,ambiguous,species_prefixed_uniprot_symbol,4,88,Q06402,1A12_ARATH,ARATH,sprot,,,,,false,Q06402|1A12_ARATH|ARATH|sprot; Q00257|1A12_CUCMA|CUCMA|sprot; Q00379|1A12_CUCPE|CUCPE|sprot; Q7XQ85|1A12_ORYSJ|ORYSJ|sprot; P18485|1A12_SOLLC|SOLLC|sprot,prefix=Ps pcode=None mnemonic=None species_count=0 global_count=88,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_global_match,88,0
PsaE,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
PsaF,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
PsaF subunit,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
PsAKR1,B,species_prefix_Ps,Ps,AKR1,ambiguous,species_prefixed_uniprot_symbol,4,55,C6TBN2,AKR1_SOYBN,SOYBN,sprot,,,,,false,C6TBN2|AKR1_SOYBN|SOYBN|sprot,prefix=Ps pcode=None mnemonic=None species_count=0 global_count=55,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_global_match,55,0
PsaN,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
PsaN subunit,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
PsANS,B,species_prefix_Ps,Ps,ANS,ambiguous,species_prefixed_uniprot_symbol,4,282,A2WQ39,ANS1_ORYSI,ORYSI,sprot,,,,,false,A2WQ39|ANS1_ORYSI|ORYSI|sprot; Q93VC3|ANS1_ORYSJ|ORYSJ|sprot; O80449|JOX4_ARATH|ARATH|sprot; A0A2R6PI27|LDOX_ACTCC|ACTCC|sprot; P51091|LDOX_MALDO|MALDO|sprot,prefix=Ps pcode=None mnemonic=None species_count=0 global_count=282,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_global_match,282,0
PsAO3,B,species_prefix_Ps,Ps,AO3,ambiguous,species_prefixed_uniprot_symbol,4,4,Q7G192,ALDO2_ARATH,ARATH,sprot,,,,,false,Q7G192|ALDO2_ARATH|ARATH|sprot,prefix=Ps pcode=None mnemonic=None species_count=0 global_count=4,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_global_match,4,0
PSAT,C,bare_gene_symbol,,,ambiguous,bare_symbol_uniprot,4,14,Q4VCM1,LCAT2_ARATH,ARATH,sprot,,,,,false,Q4VCM1|LCAT2_ARATH|ARATH|sprot,,,,no_species_provided,no_species_provided,multi_species_ambiguous,14,0
Psat2g144160,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
Psat5g299080,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
PsATB2,B,species_prefix_Ps,Ps,ATB2,ambiguous,species_prefixed_uniprot_symbol,4,2,O65683,BZP11_ARATH,ARATH,sprot,,,,,false,O65683|BZP11_ARATH|ARATH|sprot,prefix=Ps pcode=None mnemonic=None species_count=0 global_count=2,,,unknown_species_prefix,unknown_species_prefix,unknown_species_prefix_global_match,2,0
Psb,D,descriptive_name,,,deferred_description,descriptive_deferred,5,0,,,,,,,,,false,,descriptive matching deferred to later version,,,not_applicable,not_applicable,descriptive_deferred,0,0
