dataset_tier,entity,bucket,sub_type,final_match_category,final_confidence_label,final_confidence_score,uniprot_accession,uniprot_entry_name,uniprot_organism,uniprot_source_tier,phytozome_code,phytozome_gene_id,phytozome_base_gene_id,sequence_length,has_sequence,expected_phytozome_code,expected_uniprot_mnemonic,original_match_status,original_match_type,original_confidence_tier,ambiguity_count,matched_species_category,species_match_status,species_resolution_status,candidate_summary,notes
coverage,SS1,C,bare_gene_symbol,ambiguous_but_useful,low,40,O48666,SQS1_PANGI,PANGI,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,68,multi_species_ambiguous,no_species_provided,no_species_provided,O48666|SQS1_PANGI|PANGI|sprot; P94111|SSL12_ARATH|ARATH|sprot; Q9FNF2|SSY1_ARATH|ARATH|sprot; Q0DEC8|SSY1_ORYSJ|ORYSJ|sprot; P31922|SUS1_HORVU|HORVU|sprot,
coverage,SS2,C,bare_gene_symbol,ambiguous_but_useful,low,40,C9E894,SQS2_PANGI,PANGI,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,25,multi_species_ambiguous,no_species_provided,no_species_provided,C9E894|SQS2_PANGI|PANGI|sprot; Q6Z2T8|SSY22_ORYSJ|ORYSJ|sprot; Q9MAC8|SSY2_ARATH|ARATH|sprot; Q43847|SSY2_SOLTU|SOLTU|sprot; P31923|SUS2_HORVU|HORVU|sprot,
coverage,SS3,C,bare_gene_symbol,ambiguous_but_useful,low,40,D2K762,SQS3_PANGI,PANGI,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,20,multi_species_ambiguous,no_species_provided,no_species_provided,D2K762|SQS3_PANGI|PANGI|sprot; P92976|SSL11_ARATH|ARATH|sprot; F4IAG2|SSY3_ARATH|ARATH|sprot; Q43846|SSY3_SOLTU|SOLTU|sprot,
coverage,SS4,C,bare_gene_symbol,ambiguous_but_useful,low,40,O48666,SQS1_PANGI,PANGI,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,9,multi_species_ambiguous,no_species_provided,no_species_provided,O48666|SQS1_PANGI|PANGI|sprot; Q0WVX5|SSY4_ARATH|ARATH|sprot,
coverage,SS5,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q9M1J7,SSL8_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,3,multi_species_ambiguous,no_species_provided,no_species_provided,Q9M1J7|SSL8_ARATH|ARATH|sprot,
coverage,SSADH,C,bare_gene_symbol,ambiguous_but_useful,medium,55,X2KY60,X2KY60_SCYLO,SCYLO,trembl,,,,,false,,,matched,bare_symbol_uniprot,3,1,multi_species_ambiguous,no_species_provided,no_species_provided,X2KY60|X2KY60_SCYLO|SCYLO|trembl,
coverage,SSADH1,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q9SAK4,SSDH_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,2,multi_species_ambiguous,no_species_provided,no_species_provided,Q9SAK4|SSDH_ARATH|ARATH|sprot; B9F3B6|SSDH_ORYSJ|ORYSJ|sprot,
coverage,SSI,C,bare_gene_symbol,ambiguous_but_useful,low,40,D0TZM7,D0TZM7_ORYSI,ORYSI,trembl,,,,,false,,,ambiguous,bare_symbol_uniprot,4,12,multi_species_ambiguous,no_species_provided,no_species_provided,D0TZM7|D0TZM7_ORYSI|ORYSI|trembl; D0TZM8|D0TZM8_ORYSI|ORYSI|trembl; D0U0K7|D0U0K7_ORYSI|ORYSI|trembl; D0U0K0|D0U0K0_ORYSI|ORYSI|trembl; D0TZM6|D0TZM6_ORYSI|ORYSI|trembl,
coverage,SSI2,C,bare_gene_symbol,ambiguous_but_useful,low,40,A2WYF4,STAD2_ORYSI,ORYSI,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,5,multi_species_ambiguous,no_species_provided,no_species_provided,A2WYF4|STAD2_ORYSI|ORYSI|sprot; Q8S059|STAD2_ORYSJ|ORYSJ|sprot; O22832|STAD7_ARATH|ARATH|sprot,
coverage,SSII,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q43847,SSY2_SOLTU,SOLTU,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,5,multi_species_ambiguous,no_species_provided,no_species_provided,Q43847|SSY2_SOLTU|SOLTU|sprot,
coverage,SSIII,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q43846,SSY3_SOLTU,SOLTU,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,4,multi_species_ambiguous,no_species_provided,no_species_provided,Q43846|SSY3_SOLTU|SOLTU|sprot,
coverage,SSIV,C,bare_gene_symbol,ambiguous_but_useful,low,40,C1E2P6,C1E2P6_MICCC,MICCC,trembl,,,,,false,,,ambiguous,bare_symbol_uniprot,4,5,multi_species_ambiguous,no_species_provided,no_species_provided,C1E2P6|C1E2P6_MICCC|MICCC|trembl; Q1KVP6|Q1KVP6_WHEAT|WHEAT|trembl; C1N913|C1N913_MICPC|MICPC|trembl; A0A0S2GML8|A0A0S2GML8_MANES|MANES|trembl; C3W8L8|C3W8L8_HORVV|HORVV|trembl,
coverage,SSP,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q7XJT7,BSK12_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,11,multi_species_ambiguous,no_species_provided,no_species_provided,Q7XJT7|BSK12_ARATH|ARATH|sprot,
coverage,SSR,C,bare_gene_symbol,ambiguous_but_useful,medium,55,G8XQY2,G8XQY2_WHEAT,WHEAT,trembl,,,,,false,,,matched,bare_symbol_uniprot,3,1,multi_species_ambiguous,no_species_provided,no_species_provided,G8XQY2|G8XQY2_WHEAT|WHEAT|trembl,
coverage,SSSI,C,bare_gene_symbol,ambiguous_but_useful,low,40,B3TV60,B3TV60_SORBI,SORBI,trembl,,,,,false,,,ambiguous,bare_symbol_uniprot,4,19,multi_species_ambiguous,no_species_provided,no_species_provided,B3TV60|B3TV60_SORBI|SORBI|trembl; B3TV98|B3TV98_SORBI|SORBI|trembl; B3TUR3|B3TUR3_SORBI|SORBI|trembl; B3TUR9|B3TUR9_SORBI|SORBI|trembl; B3TUW2|B3TUW2_SORBI|SORBI|trembl,
coverage,SST,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q9FN69,GL3_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,3,multi_species_ambiguous,no_species_provided,no_species_provided,Q9FN69|GL3_ARATH|ARATH|sprot; O64811|SCP9_ARATH|ARATH|sprot,
coverage,ST1,C,bare_gene_symbol,ambiguous_but_useful,low,40,P52839,SOT12_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,28,multi_species_ambiguous,no_species_provided,no_species_provided,P52839|SOT12_ARATH|ARATH|sprot; O64530|STR1_ARATH|ARATH|sprot; P53391|SUT1_STYHA|STYHA|sprot; Q9SV13|SUT31_ARATH|ARATH|sprot,
coverage,STA1,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q9LVM1,AB25B_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,11,multi_species_ambiguous,no_species_provided,no_species_provided,Q9LVM1|AB25B_ARATH|ARATH|sprot; Q9ZT71|STA1_ARATH|ARATH|sprot,
coverage,STA6,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q9LLL6,Q9LLL6_CHLRE,CHLRE,trembl,,,,,false,,,ambiguous,bare_symbol_uniprot,4,2,multi_species_ambiguous,no_species_provided,no_species_provided,Q9LLL6|Q9LLL6_CHLRE|CHLRE|trembl; Q42702|Q42702_CHLRE|CHLRE|trembl,
coverage,StAN1,B,species_prefix_St,species_confirmed_uniprot,medium,70,Q2VRX4,Q2VRX4_SOLTU,SOLTU,trembl,,,,,false,,SOLTU,ambiguous,species_prefixed_uniprot_symbol,3,54,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,Q2VRX4|Q2VRX4_SOLTU|SOLTU|trembl; Q2VRX2|Q2VRX2_SOLTU|SOLTU|trembl; L7TF39|L7TF39_SOLTU|SOLTU|trembl; A0A0E3N3J2|A0A0E3N3J2_SOLTU|SOLTU|trembl; Q2VRP6|Q2VRP6_SOLTU|SOLTU|trembl,prefix=St pcode=None mnemonic=SOLTU species_count=8 global_count=54
coverage,StANS,B,species_prefix_St,species_confirmed_uniprot,medium,70,G0YKV9,G0YKV9_SOLTU,SOLTU,trembl,,,,,false,,SOLTU,ambiguous,species_prefixed_uniprot_symbol,3,282,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,G0YKV9|G0YKV9_SOLTU|SOLTU|trembl; A0A6C0GZJ0|A0A6C0GZJ0_SOLTU|SOLTU|trembl; E3W139|E3W139_SOLTU|SOLTU|trembl; A0A6C0GZ88|A0A6C0GZ88_SOLTU|SOLTU|trembl; A0A6C0GZQ5|A0A6C0GZQ5_SOLTU|SOLTU|trembl,prefix=St pcode=None mnemonic=SOLTU species_count=5 global_count=282
coverage,StAOS3,B,species_prefix_St,species_confirmed_uniprot,medium,70,Q5NDE2,Q5NDE2_SOLTU,SOLTU,trembl,,,,,false,,SOLTU,ambiguous,species_prefixed_uniprot_symbol,2,5,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,Q5NDE2|Q5NDE2_SOLTU|SOLTU|trembl,prefix=St pcode=None mnemonic=SOLTU species_count=1 global_count=5
coverage,StAPX,B,species_prefix_St,species_confirmed_uniprot,medium,70,Q8H9F0,Q8H9F0_SOLTU,SOLTU,trembl,,,,,false,,SOLTU,ambiguous,species_prefixed_uniprot_symbol,3,117,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,Q8H9F0|Q8H9F0_SOLTU|SOLTU|trembl; Q5XPT0|Q5XPT0_SOLTU|SOLTU|trembl; Q5XPT1|Q5XPT1_SOLTU|SOLTU|trembl,prefix=St pcode=None mnemonic=SOLTU species_count=3 global_count=117
coverage,StBEL5,B,species_prefix_St,species_confirmed_uniprot,medium,70,Q8LLE4,Q8LLE4_SOLTU,SOLTU,trembl,,,,,false,,SOLTU,ambiguous,species_prefixed_uniprot_symbol,2,2,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,Q8LLE4|Q8LLE4_SOLTU|SOLTU|trembl,prefix=St pcode=None mnemonic=SOLTU species_count=1 global_count=2
coverage,StCAT1,B,species_prefix_St,species_confirmed_uniprot,medium,75,P49284,CATA1_SOLTU,SOLTU,sprot,,,,,false,,SOLTU,ambiguous,species_prefixed_uniprot_symbol,3,112,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,P49284|CATA1_SOLTU|SOLTU|sprot,prefix=St pcode=None mnemonic=SOLTU species_count=2 global_count=112
coverage,StCAT2,B,species_prefix_St,species_confirmed_uniprot,medium,75,P55312,CATA2_SOLTU,SOLTU,sprot,,,,,false,,SOLTU,ambiguous,species_prefixed_uniprot_symbol,3,65,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,P55312|CATA2_SOLTU|SOLTU|sprot,prefix=St pcode=None mnemonic=SOLTU species_count=2 global_count=65
coverage,StCBL,B,species_prefix_St,species_confirmed_uniprot,medium,70,Q9MT31,Q9MT31_SOLTU,SOLTU,trembl,,,,,false,,SOLTU,ambiguous,species_prefixed_uniprot_symbol,2,10,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,Q9MT31|Q9MT31_SOLTU|SOLTU|trembl,prefix=St pcode=None mnemonic=SOLTU species_count=1 global_count=10
coverage,StCHI,B,species_prefix_St,species_confirmed_uniprot,medium,70,A0A1P8W4T9,A0A1P8W4T9_SOLTU,SOLTU,trembl,,,,,false,,SOLTU,ambiguous,species_prefixed_uniprot_symbol,2,397,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,A0A1P8W4T9|A0A1P8W4T9_SOLTU|SOLTU|trembl,prefix=St pcode=None mnemonic=SOLTU species_count=1 global_count=397
coverage,StCHS,B,species_prefix_St,species_confirmed_uniprot,medium,70,A0A1P8W4W5,A0A1P8W4W5_SOLTU,SOLTU,trembl,,,,,false,,SOLTU,ambiguous,species_prefixed_uniprot_symbol,3,1770,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,A0A1P8W4W5|A0A1P8W4W5_SOLTU|SOLTU|trembl; A0A1P8W4T4|A0A1P8W4T4_SOLTU|SOLTU|trembl; A0A6C0GZ84|A0A6C0GZ84_SOLTU|SOLTU|trembl; G3E943|G3E943_SOLTU|SOLTU|trembl; A0A6C0H0K5|A0A6C0H0K5_SOLTU|SOLTU|trembl,prefix=St pcode=None mnemonic=SOLTU species_count=6 global_count=1770
coverage,StEXPA1,B,species_prefix_St,species_confirmed_uniprot,medium,70,D3YE69,D3YE69_SOLTU,SOLTU,trembl,,,,,false,,SOLTU,ambiguous,species_prefixed_uniprot_symbol,2,62,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,D3YE69|D3YE69_SOLTU|SOLTU|trembl,prefix=St pcode=None mnemonic=SOLTU species_count=1 global_count=62
coverage,StEXPA2,B,species_prefix_St,species_confirmed_uniprot,medium,70,D3YE70,D3YE70_SOLTU,SOLTU,trembl,,,,,false,,SOLTU,ambiguous,species_prefixed_uniprot_symbol,2,41,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,D3YE70|D3YE70_SOLTU|SOLTU|trembl,prefix=St pcode=None mnemonic=SOLTU species_count=1 global_count=41
coverage,StEXPA4,B,species_prefix_St,species_confirmed_uniprot,medium,70,D3YE72,D3YE72_SOLTU,SOLTU,trembl,,,,,false,,SOLTU,ambiguous,species_prefixed_uniprot_symbol,2,56,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,D3YE72|D3YE72_SOLTU|SOLTU|trembl,prefix=St pcode=None mnemonic=SOLTU species_count=1 global_count=56
coverage,StEXPA5,B,species_prefix_St,species_confirmed_uniprot,medium,70,D3YE73,D3YE73_SOLTU,SOLTU,trembl,,,,,false,,SOLTU,ambiguous,species_prefixed_uniprot_symbol,2,34,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,D3YE73|D3YE73_SOLTU|SOLTU|trembl,prefix=St pcode=None mnemonic=SOLTU species_count=1 global_count=34
coverage,StEXPA7,B,species_prefix_St,species_confirmed_uniprot,medium,70,D3YE75,D3YE75_SOLTU,SOLTU,trembl,,,,,false,,SOLTU,ambiguous,species_prefixed_uniprot_symbol,2,14,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,D3YE75|D3YE75_SOLTU|SOLTU|trembl,prefix=St pcode=None mnemonic=SOLTU species_count=1 global_count=14
coverage,StEXPA8,B,species_prefix_St,species_confirmed_uniprot,medium,70,D3YE76,D3YE76_SOLTU,SOLTU,trembl,,,,,false,,SOLTU,ambiguous,species_prefixed_uniprot_symbol,2,23,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,D3YE76|D3YE76_SOLTU|SOLTU|trembl,prefix=St pcode=None mnemonic=SOLTU species_count=1 global_count=23
coverage,StEXPB2,B,species_prefix_St,species_confirmed_uniprot,medium,70,A1X8W5,A1X8W5_SOLTU,SOLTU,trembl,,,,,false,,SOLTU,ambiguous,species_prefixed_uniprot_symbol,2,17,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,A1X8W5|A1X8W5_SOLTU|SOLTU|trembl,prefix=St pcode=None mnemonic=SOLTU species_count=1 global_count=17
coverage,StFeSOD,B,species_prefix_St,species_confirmed_uniprot,medium,70,B2CR62,B2CR62_SOLTU,SOLTU,trembl,,,,,false,,SOLTU,ambiguous,species_prefixed_uniprot_symbol,2,29,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,B2CR62|B2CR62_SOLTU|SOLTU|trembl,prefix=St pcode=None mnemonic=SOLTU species_count=1 global_count=29
coverage,StGA20ox1,B,species_prefix_St,species_confirmed_uniprot,medium,70,Q9FS86,Q9FS86_SOLTU,SOLTU,trembl,,,,,false,,SOLTU,ambiguous,species_prefixed_uniprot_symbol,2,89,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,Q9FS86|Q9FS86_SOLTU|SOLTU|trembl,prefix=St pcode=None mnemonic=SOLTU species_count=1 global_count=89
coverage,StHSP70,B,species_prefix_St,species_confirmed_uniprot,medium,70,Q7DLN5,Q7DLN5_SOLTU,SOLTU,trembl,,,,,false,,SOLTU,ambiguous,species_prefixed_uniprot_symbol,3,217,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,Q7DLN5|Q7DLN5_SOLTU|SOLTU|trembl; Q43356|Q43356_SOLTU|SOLTU|trembl; Q41459|Q41459_SOLTU|SOLTU|trembl,prefix=St pcode=None mnemonic=SOLTU species_count=3 global_count=217
coverage,Sti1,C,bare_gene_symbol,ambiguous_but_useful,low,40,A0A371G9Z1,A0A371G9Z1_MUCPR,MUCPR,trembl,,,,,false,,,ambiguous,bare_symbol_uniprot,4,44,multi_species_ambiguous,no_species_provided,no_species_provided,A0A371G9Z1|A0A371G9Z1_MUCPR|MUCPR|trembl; A0A812TC62|A0A812TC62_SYMPI|SYMPI|trembl; A0A812RSI7|A0A812RSI7_SYMPI|SYMPI|trembl; A0A812XVG3|A0A812XVG3_SYMPI|SYMPI|trembl; A0A812T9R0|A0A812T9R0_SYMPI|SYMPI|trembl,
coverage,STK,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q38836,AGL11_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,45,multi_species_ambiguous,no_species_provided,no_species_provided,Q38836|AGL11_ARATH|ARATH|sprot; Q94IK2|STK_SOLTU|SOLTU|sprot,
coverage,STOP1,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q9C8N5,STOP1_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,16,multi_species_ambiguous,no_species_provided,no_species_provided,Q9C8N5|STOP1_ARATH|ARATH|sprot,
coverage,STP11,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q9FMX3,STP11_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,3,multi_species_ambiguous,no_species_provided,no_species_provided,Q9FMX3|STP11_ARATH|ARATH|sprot,
coverage,STP13,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q94AZ2,STP13_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,13,multi_species_ambiguous,no_species_provided,no_species_provided,Q94AZ2|STP13_ARATH|ARATH|sprot,
coverage,STP14,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q8GW61,STP14_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,11,multi_species_ambiguous,no_species_provided,no_species_provided,Q8GW61|STP14_ARATH|ARATH|sprot,
coverage,StPOD,B,species_prefix_St,species_confirmed_uniprot,medium,70,A0A513RC58,A0A513RC58_SOLTU,SOLTU,trembl,,,,,false,,SOLTU,ambiguous,species_prefixed_uniprot_symbol,2,67,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,A0A513RC58|A0A513RC58_SOLTU|SOLTU|trembl,prefix=St pcode=None mnemonic=SOLTU species_count=1 global_count=67
coverage,STRK1,C,bare_gene_symbol,ambiguous_but_useful,medium,55,Q7XR88,STRK1_ORYSJ,ORYSJ,sprot,,,,,false,,,matched,bare_symbol_uniprot,3,1,multi_species_ambiguous,no_species_provided,no_species_provided,Q7XR88|STRK1_ORYSJ|ORYSJ|sprot,
coverage,STS,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q9SLG8,SSL2_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,28,multi_species_ambiguous,no_species_provided,no_species_provided,Q9SLG8|SSL2_ARATH|ARATH|sprot; A2ICC6|THS7_VITVI|VITVI|sprot,
coverage,StSUS4,B,species_prefix_St,species_confirmed_uniprot,medium,70,Q7Y078,Q7Y078_SOLTU,SOLTU,trembl,,,,,false,,SOLTU,ambiguous,species_prefixed_uniprot_symbol,2,18,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,Q7Y078|Q7Y078_SOLTU|SOLTU|trembl,prefix=St pcode=None mnemonic=SOLTU species_count=1 global_count=18
coverage,StSUT4,B,species_prefix_St,species_confirmed_uniprot,medium,70,Q9FV92,Q9FV92_SOLTU,SOLTU,trembl,,,,,false,,SOLTU,ambiguous,species_prefixed_uniprot_symbol,2,36,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,Q9FV92|Q9FV92_SOLTU|SOLTU|trembl,prefix=St pcode=None mnemonic=SOLTU species_count=1 global_count=36
coverage,STSY,C,bare_gene_symbol,ambiguous_but_useful,low,40,A0A251TYU7,A0A251TYU7_HELAN,HELAN,trembl,,,,,false,,,ambiguous,bare_symbol_uniprot,4,2,multi_species_ambiguous,no_species_provided,no_species_provided,A0A251TYU7|A0A251TYU7_HELAN|HELAN|trembl; A0A251TTY8|A0A251TTY8_HELAN|HELAN|trembl,
coverage,Stt7,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q84V18,STT7_CHLRE,CHLRE,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,5,multi_species_ambiguous,no_species_provided,no_species_provided,Q84V18|STT7_CHLRE|CHLRE|sprot,
coverage,StUFGT,B,species_prefix_St,species_confirmed_uniprot,medium,70,Q2PP23,Q2PP23_SOLTU,SOLTU,trembl,,,,,false,,SOLTU,ambiguous,species_prefixed_uniprot_symbol,3,213,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,Q2PP23|Q2PP23_SOLTU|SOLTU|trembl; A0A0K0NPG1|A0A0K0NPG1_SOLTU|SOLTU|trembl; A0A0G4AMY9|A0A0G4AMY9_SOLTU|SOLTU|trembl,prefix=St pcode=None mnemonic=SOLTU species_count=3 global_count=213
coverage,StWRKY1,B,species_prefix_St,species_confirmed_uniprot,medium,70,Q9LEC7,Q9LEC7_SOLTU,SOLTU,trembl,,,,,false,,SOLTU,ambiguous,species_prefixed_uniprot_symbol,2,74,species_confirmed_uniprot_match,species_confirmed,known_species_prefix,Q9LEC7|Q9LEC7_SOLTU|SOLTU|trembl,prefix=St pcode=None mnemonic=SOLTU species_count=1 global_count=74
coverage,STY1,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q9SD40,SRS1_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,8,multi_species_ambiguous,no_species_provided,no_species_provided,Q9SD40|SRS1_ARATH|ARATH|sprot,
coverage,STZ,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q96289,ZAT10_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,7,multi_species_ambiguous,no_species_provided,no_species_provided,Q96289|ZAT10_ARATH|ARATH|sprot,
coverage,SUB1A,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q0P1A7,Q0P1A7_ORYSI,ORYSI,trembl,,,,,false,,,ambiguous,bare_symbol_uniprot,4,3,multi_species_ambiguous,no_species_provided,no_species_provided,Q0P1A7|Q0P1A7_ORYSI|ORYSI|trembl; Q0P170|Q0P170_ORYSI|ORYSI|trembl; Q0P1A8|Q0P1A8_ORYSI|ORYSI|trembl,
coverage,SUC1,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q39232,SUC1_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,68,multi_species_ambiguous,no_species_provided,no_species_provided,Q39232|SUC1_ARATH|ARATH|sprot,
coverage,SUC2,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q39231,SUC2_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,9,multi_species_ambiguous,no_species_provided,no_species_provided,Q39231|SUC2_ARATH|ARATH|sprot,
coverage,SUC27,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q4JLW1,Q4JLW1_VITVI,VITVI,trembl,,,,,false,,,ambiguous,bare_symbol_uniprot,4,2,multi_species_ambiguous,no_species_provided,no_species_provided,Q4JLW1|Q4JLW1_VITVI|VITVI|trembl; Q9SQK4|Q9SQK4_VITVI|VITVI|trembl,
coverage,SUC8,C,bare_gene_symbol,ambiguous_but_useful,medium,55,Q9ZVK6,SUC8_ARATH,ARATH,sprot,,,,,false,,,matched,bare_symbol_uniprot,3,1,multi_species_ambiguous,no_species_provided,no_species_provided,Q9ZVK6|SUC8_ARATH|ARATH|sprot,
coverage,SUCA,C,bare_gene_symbol,ambiguous_but_useful,low,40,A0A061RWM2,A0A061RWM2_9CHLO,9CHLO,trembl,,,,,false,,,ambiguous,bare_symbol_uniprot,4,5,multi_species_ambiguous,no_species_provided,no_species_provided,A0A061RWM2|A0A061RWM2_9CHLO|9CHLO|trembl; A0A061RGW0|A0A061RGW0_9CHLO|9CHLO|trembl; A0A812LCG7|A0A812LCG7_9DINO|9DINO|trembl; A0A813C122|A0A813C122_9DINO|9DINO|trembl; D7FJ40|D7FJ40_ECTSI|ECTSI|trembl,
coverage,SULTR,C,bare_gene_symbol,ambiguous_but_useful,low,40,A0A6M3QJM0,A0A6M3QJM0_PEA,PEA,trembl,,,,,false,,,ambiguous,bare_symbol_uniprot,4,22,multi_species_ambiguous,no_species_provided,no_species_provided,A0A6M3QJM0|A0A6M3QJM0_PEA|PEA|trembl; A0A6M3QIW8|A0A6M3QIW8_PEA|PEA|trembl; A0A6M3QMW0|A0A6M3QMW0_9FABA|9FABA|trembl; D4IIB4|D4IIB4_9FABA|9FABA|trembl; D4IIB3|D4IIB3_9FABA|9FABA|trembl,
coverage,SUMO,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q9SMD1,Q9SMD1_SOLLC,SOLLC,trembl,,,,,false,,,ambiguous,bare_symbol_uniprot,4,5,multi_species_ambiguous,no_species_provided,no_species_provided,Q9SMD1|Q9SMD1_SOLLC|SOLLC|trembl; F4K3D6|F4K3D6_ARATH|ARATH|trembl; A0A1P8BAF0|A0A1P8BAF0_ARATH|ARATH|trembl; A0A1P8BAE6|A0A1P8BAE6_ARATH|ARATH|trembl; B7G0R2|B7G0R2_PHATC|PHATC|trembl,
coverage,SUMO1,C,bare_gene_symbol,ambiguous_but_useful,low,40,P55852,SUMO1_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,18,multi_species_ambiguous,no_species_provided,no_species_provided,P55852|SUMO1_ARATH|ARATH|sprot; P55857|SUMO1_ORYSJ|ORYSJ|sprot,
coverage,SUMO2,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q9FLP6,SUMO2_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,16,multi_species_ambiguous,no_species_provided,no_species_provided,Q9FLP6|SUMO2_ARATH|ARATH|sprot,
coverage,SUMO3,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q9FLP5,SUMO3_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,6,multi_species_ambiguous,no_species_provided,no_species_provided,Q9FLP5|SUMO3_ARATH|ARATH|sprot,
coverage,SUR1,C,bare_gene_symbol,ambiguous_but_useful,low,40,Q9SIV0,SUR1_ARATH,ARATH,sprot,,,,,false,,,ambiguous,bare_symbol_uniprot,4,4,multi_species_ambiguous,no_species_provided,no_species_provided,Q9SIV0|SUR1_ARATH|ARATH|sprot,
coverage,SUR2,C,bare_gene_symbol,ambiguous_but_useful,medium,55,O65782,C83B1_ARATH,ARATH,sprot,,,,,false,,,matched,bare_symbol_uniprot,3,1,multi_species_ambiguous,no_species_provided,no_species_provided,O65782|C83B1_ARATH|ARATH|sprot,
