protein_json_id,entity,full_json_path,best_only_json_path,dataset_membership,has_sequence,sequence_ref,match_count,best_match_category
protein_021618,TGD1 protein,outputs/json_dataset/full/protein_021618.json,outputs/json_dataset/best_only/protein_021618.json,unresolved,false,,0,descriptive_deferred
protein_021619,TGD1-5,outputs/json_dataset/full/protein_021619.json,outputs/json_dataset/best_only/protein_021619.json,unresolved,false,,0,descriptive_deferred
protein_021620,TGD1/2/3,outputs/json_dataset/full/protein_021620.json,outputs/json_dataset/best_only/protein_021620.json,unresolved,false,,0,descriptive_deferred
protein_021621,TGD4,outputs/json_dataset/full/protein_021621.json,outputs/json_dataset/best_only/protein_021621.json,coverage,false,,1,ambiguous_but_useful
protein_021622,TGD4/5,outputs/json_dataset/full/protein_021622.json,outputs/json_dataset/best_only/protein_021622.json,unresolved,false,,0,descriptive_deferred
protein_021623,TGDs,outputs/json_dataset/full/protein_021623.json,outputs/json_dataset/best_only/protein_021623.json,unresolved,false,,0,descriptive_deferred
protein_021624,TGG1,outputs/json_dataset/full/protein_021624.json,outputs/json_dataset/best_only/protein_021624.json,coverage,false,,1,ambiguous_but_useful
protein_021625,tgg1 tgg2 mutants,outputs/json_dataset/full/protein_021625.json,outputs/json_dataset/best_only/protein_021625.json,unresolved,false,,0,descriptive_deferred
protein_021626,TGG2,outputs/json_dataset/full/protein_021626.json,outputs/json_dataset/best_only/protein_021626.json,coverage,false,,1,ambiguous_but_useful
protein_021627,TgHsp1,outputs/json_dataset/full/protein_021627.json,outputs/json_dataset/best_only/protein_021627.json,unresolved,false,,1,unknown_species_prefix_global_match
protein_021628,TgHsp1-3,outputs/json_dataset/full/protein_021628.json,outputs/json_dataset/best_only/protein_021628.json,unresolved,false,,0,unknown_species_prefix_no_match
protein_021629,TgHsp2,outputs/json_dataset/full/protein_021629.json,outputs/json_dataset/best_only/protein_021629.json,unresolved,false,,5,unknown_species_prefix_global_match
protein_021630,TgHsp3,outputs/json_dataset/full/protein_021630.json,outputs/json_dataset/best_only/protein_021630.json,unresolved,false,,2,unknown_species_prefix_global_match
protein_021631,TGL,outputs/json_dataset/full/protein_021631.json,outputs/json_dataset/best_only/protein_021631.json,unresolved,false,,0,no_species_no_match
protein_021632,TGL enzymes,outputs/json_dataset/full/protein_021632.json,outputs/json_dataset/best_only/protein_021632.json,unresolved,false,,0,descriptive_deferred
protein_021633,TGLs,outputs/json_dataset/full/protein_021633.json,outputs/json_dataset/best_only/protein_021633.json,unresolved,false,,0,descriptive_deferred
protein_021634,TgMYB1-4,outputs/json_dataset/full/protein_021634.json,outputs/json_dataset/best_only/protein_021634.json,unresolved,false,,0,unknown_species_prefix_no_match
protein_021635,TgMYB2-4,outputs/json_dataset/full/protein_021635.json,outputs/json_dataset/best_only/protein_021635.json,unresolved,false,,0,unknown_species_prefix_no_match
protein_021636,TH1,outputs/json_dataset/full/protein_021636.json,outputs/json_dataset/best_only/protein_021636.json,coverage,false,,2,ambiguous_but_useful
protein_021637,thalianol synthase 1,outputs/json_dataset/full/protein_021637.json,outputs/json_dataset/best_only/protein_021637.json,unresolved,false,,0,descriptive_deferred
protein_021638,THAS1,outputs/json_dataset/full/protein_021638.json,outputs/json_dataset/best_only/protein_021638.json,coverage,false,,1,ambiguous_but_useful
protein_021639,thaumatin-like protein,outputs/json_dataset/full/protein_021639.json,outputs/json_dataset/best_only/protein_021639.json,unresolved,false,,0,descriptive_deferred
protein_021640,thaumatin-like proteins,outputs/json_dataset/full/protein_021640.json,outputs/json_dataset/best_only/protein_021640.json,unresolved,false,,0,descriptive_deferred
protein_021641,ThCRF1,outputs/json_dataset/full/protein_021641.json,outputs/json_dataset/best_only/protein_021641.json,unresolved,false,,1,unknown_species_prefix_global_match
protein_021642,ThDREB,outputs/json_dataset/full/protein_021642.json,outputs/json_dataset/best_only/protein_021642.json,unresolved,false,,5,unknown_species_prefix_global_match
protein_021643,theanine synthase,outputs/json_dataset/full/protein_021643.json,outputs/json_dataset/best_only/protein_021643.json,unresolved,false,,0,descriptive_deferred
protein_021644,theobromine synthase,outputs/json_dataset/full/protein_021644.json,outputs/json_dataset/best_only/protein_021644.json,unresolved,false,,0,descriptive_deferred
protein_021645,Theobromine synthase 2-like,outputs/json_dataset/full/protein_021645.json,outputs/json_dataset/best_only/protein_021645.json,unresolved,false,,0,descriptive_deferred
protein_021646,thermal response genes,outputs/json_dataset/full/protein_021646.json,outputs/json_dataset/best_only/protein_021646.json,unresolved,false,,0,descriptive_deferred
protein_021647,thermolysin,outputs/json_dataset/full/protein_021647.json,outputs/json_dataset/best_only/protein_021647.json,unresolved,false,,0,descriptive_deferred
protein_021648,thermophilic proteins,outputs/json_dataset/full/protein_021648.json,outputs/json_dataset/best_only/protein_021648.json,unresolved,false,,0,descriptive_deferred
protein_021649,thermospermine synthase,outputs/json_dataset/full/protein_021649.json,outputs/json_dataset/best_only/protein_021649.json,unresolved,false,,0,descriptive_deferred
protein_021650,thermostable cell wall degrading enzymes,outputs/json_dataset/full/protein_021650.json,outputs/json_dataset/best_only/protein_021650.json,unresolved,false,,0,descriptive_deferred
protein_021651,thermostable starch synthase,outputs/json_dataset/full/protein_021651.json,outputs/json_dataset/best_only/protein_021651.json,unresolved,false,,0,descriptive_deferred
protein_021652,thermotolerance genes,outputs/json_dataset/full/protein_021652.json,outputs/json_dataset/best_only/protein_021652.json,unresolved,false,,0,descriptive_deferred
protein_021653,THESEUS1,outputs/json_dataset/full/protein_021653.json,outputs/json_dataset/best_only/protein_021653.json,unresolved,false,,0,no_species_no_match
protein_021654,ThHSFA1,outputs/json_dataset/full/protein_021654.json,outputs/json_dataset/best_only/protein_021654.json,unresolved,false,,1,unknown_species_prefix_global_match
protein_021655,THI,outputs/json_dataset/full/protein_021655.json,outputs/json_dataset/best_only/protein_021655.json,coverage,false,,3,ambiguous_but_useful
protein_021656,THI1,outputs/json_dataset/full/protein_021656.json,outputs/json_dataset/best_only/protein_021656.json,coverage,false,,5,ambiguous_but_useful
protein_021657,THI1 biosynthesis protein,outputs/json_dataset/full/protein_021657.json,outputs/json_dataset/best_only/protein_021657.json,unresolved,false,,0,descriptive_deferred
protein_021658,THI1 proteins,outputs/json_dataset/full/protein_021658.json,outputs/json_dataset/best_only/protein_021658.json,unresolved,false,,0,descriptive_deferred
protein_021659,thiamine biosynthesis protein ThiC,outputs/json_dataset/full/protein_021659.json,outputs/json_dataset/best_only/protein_021659.json,unresolved,false,,0,descriptive_deferred
protein_021660,thiamine biosynthetic bifunctional enzyme,outputs/json_dataset/full/protein_021660.json,outputs/json_dataset/best_only/protein_021660.json,unresolved,false,,0,descriptive_deferred
protein_021661,Thiamine biosynthetic bifunctional enzyme BTH1,outputs/json_dataset/full/protein_021661.json,outputs/json_dataset/best_only/protein_021661.json,unresolved,false,,0,descriptive_deferred
protein_021662,thiamine pyrophosphokinase,outputs/json_dataset/full/protein_021662.json,outputs/json_dataset/best_only/protein_021662.json,unresolved,false,,0,descriptive_deferred
protein_021663,thiamine thiazole synthase,outputs/json_dataset/full/protein_021663.json,outputs/json_dataset/best_only/protein_021663.json,unresolved,false,,0,descriptive_deferred
protein_021664,THIAMINE THIAZOLE SYNTHASE 1,outputs/json_dataset/full/protein_021664.json,outputs/json_dataset/best_only/protein_021664.json,unresolved,false,,0,descriptive_deferred
protein_021665,thiamine thiazole synthase 2,outputs/json_dataset/full/protein_021665.json,outputs/json_dataset/best_only/protein_021665.json,unresolved,false,,0,descriptive_deferred
protein_021666,THIAMINE1,outputs/json_dataset/full/protein_021666.json,outputs/json_dataset/best_only/protein_021666.json,unresolved,false,,0,no_species_no_match
protein_021667,Thiazole biosynthetic enzyme,outputs/json_dataset/full/protein_021667.json,outputs/json_dataset/best_only/protein_021667.json,unresolved,false,,0,descriptive_deferred
protein_021668,THIC,outputs/json_dataset/full/protein_021668.json,outputs/json_dataset/best_only/protein_021668.json,coverage,false,,1,ambiguous_but_useful
protein_021669,THIC gene,outputs/json_dataset/full/protein_021669.json,outputs/json_dataset/best_only/protein_021669.json,unresolved,false,,0,descriptive_deferred
protein_021670,thioesterase,outputs/json_dataset/full/protein_021670.json,outputs/json_dataset/best_only/protein_021670.json,unresolved,false,,0,descriptive_deferred
protein_021671,thioesterases,outputs/json_dataset/full/protein_021671.json,outputs/json_dataset/best_only/protein_021671.json,unresolved,false,,0,descriptive_deferred
protein_021672,thioglucosidase,outputs/json_dataset/full/protein_021672.json,outputs/json_dataset/best_only/protein_021672.json,unresolved,false,,0,descriptive_deferred
protein_021673,thiol-based peroxidase,outputs/json_dataset/full/protein_021673.json,outputs/json_dataset/best_only/protein_021673.json,unresolved,false,,0,descriptive_deferred
protein_021674,thiolase,outputs/json_dataset/full/protein_021674.json,outputs/json_dataset/best_only/protein_021674.json,unresolved,false,,0,descriptive_deferred
protein_021675,thiolase enzyme,outputs/json_dataset/full/protein_021675.json,outputs/json_dataset/best_only/protein_021675.json,unresolved,false,,0,descriptive_deferred
protein_021676,thioltransferases,outputs/json_dataset/full/protein_021676.json,outputs/json_dataset/best_only/protein_021676.json,unresolved,false,,0,descriptive_deferred
protein_021677,Thionin,outputs/json_dataset/full/protein_021677.json,outputs/json_dataset/best_only/protein_021677.json,unresolved,false,,0,descriptive_deferred
protein_021678,thionin 2.1,outputs/json_dataset/full/protein_021678.json,outputs/json_dataset/best_only/protein_021678.json,unresolved,false,,0,descriptive_deferred
protein_021679,thiopeptide-terpene gene cluster,outputs/json_dataset/full/protein_021679.json,outputs/json_dataset/best_only/protein_021679.json,unresolved,false,,0,descriptive_deferred
protein_021680,thioredoxin,outputs/json_dataset/full/protein_021680.json,outputs/json_dataset/best_only/protein_021680.json,unresolved,false,,0,descriptive_deferred
protein_021681,thioredoxin h,outputs/json_dataset/full/protein_021681.json,outputs/json_dataset/best_only/protein_021681.json,unresolved,false,,0,descriptive_deferred
protein_021682,thioredoxin M4,outputs/json_dataset/full/protein_021682.json,outputs/json_dataset/best_only/protein_021682.json,unresolved,false,,0,descriptive_deferred
protein_021683,thioredoxin operon,outputs/json_dataset/full/protein_021683.json,outputs/json_dataset/best_only/protein_021683.json,unresolved,false,,0,descriptive_deferred
protein_021684,thioredoxin reductase,outputs/json_dataset/full/protein_021684.json,outputs/json_dataset/best_only/protein_021684.json,unresolved,false,,0,descriptive_deferred
protein_021685,thioredoxin-encoding DEGs,outputs/json_dataset/full/protein_021685.json,outputs/json_dataset/best_only/protein_021685.json,unresolved,false,,0,descriptive_deferred
protein_021686,thioredoxin-like protein 1,outputs/json_dataset/full/protein_021686.json,outputs/json_dataset/best_only/protein_021686.json,unresolved,false,,0,descriptive_deferred
protein_021687,thioredoxins,outputs/json_dataset/full/protein_021687.json,outputs/json_dataset/best_only/protein_021687.json,unresolved,false,,0,descriptive_deferred
protein_021688,third EF-hand,outputs/json_dataset/full/protein_021688.json,outputs/json_dataset/best_only/protein_021688.json,unresolved,false,,0,descriptive_deferred
protein_021689,Thl1ch,outputs/json_dataset/full/protein_021689.json,outputs/json_dataset/best_only/protein_021689.json,unresolved,false,,0,descriptive_deferred
protein_021690,threonine aldolase,outputs/json_dataset/full/protein_021690.json,outputs/json_dataset/best_only/protein_021690.json,unresolved,false,,0,descriptive_deferred
protein_021691,threonine deaminase,outputs/json_dataset/full/protein_021691.json,outputs/json_dataset/best_only/protein_021691.json,unresolved,false,,0,descriptive_deferred
protein_021692,threonine dehydratase,outputs/json_dataset/full/protein_021692.json,outputs/json_dataset/best_only/protein_021692.json,unresolved,false,,0,descriptive_deferred
protein_021693,Threonine metabolism genes,outputs/json_dataset/full/protein_021693.json,outputs/json_dataset/best_only/protein_021693.json,unresolved,false,,0,descriptive_deferred
protein_021694,threonine synthase,outputs/json_dataset/full/protein_021694.json,outputs/json_dataset/best_only/protein_021694.json,unresolved,false,,0,descriptive_deferred
protein_021695,THs,outputs/json_dataset/full/protein_021695.json,outputs/json_dataset/best_only/protein_021695.json,unresolved,false,,0,descriptive_deferred
protein_021696,THT,outputs/json_dataset/full/protein_021696.json,outputs/json_dataset/best_only/protein_021696.json,coverage,false,,2,ambiguous_but_useful
protein_021697,ThWRKY4,outputs/json_dataset/full/protein_021697.json,outputs/json_dataset/best_only/protein_021697.json,unresolved,false,,1,unknown_species_prefix_global_match
protein_021698,thylakoid enzymes,outputs/json_dataset/full/protein_021698.json,outputs/json_dataset/best_only/protein_021698.json,unresolved,false,,0,descriptive_deferred
protein_021699,thylakoid membrane proteins,outputs/json_dataset/full/protein_021699.json,outputs/json_dataset/best_only/protein_021699.json,unresolved,false,,0,descriptive_deferred
protein_021700,thylakoid-localized proteins,outputs/json_dataset/full/protein_021700.json,outputs/json_dataset/best_only/protein_021700.json,unresolved,false,,0,descriptive_deferred
protein_021701,thylakoidal ascorbate peroxidase,outputs/json_dataset/full/protein_021701.json,outputs/json_dataset/best_only/protein_021701.json,unresolved,false,,0,descriptive_deferred
protein_021702,thymidine kinase,outputs/json_dataset/full/protein_021702.json,outputs/json_dataset/best_only/protein_021702.json,unresolved,false,,0,descriptive_deferred
protein_021703,Thyroglobulin,outputs/json_dataset/full/protein_021703.json,outputs/json_dataset/best_only/protein_021703.json,unresolved,false,,0,descriptive_deferred
protein_021704,Tic21,outputs/json_dataset/full/protein_021704.json,outputs/json_dataset/best_only/protein_021704.json,coverage,false,,1,ambiguous_but_useful
protein_021705,TIC55,outputs/json_dataset/full/protein_021705.json,outputs/json_dataset/best_only/protein_021705.json,coverage,false,,2,ambiguous_but_useful
protein_021706,TIF1,outputs/json_dataset/full/protein_021706.json,outputs/json_dataset/best_only/protein_021706.json,coverage,false,,4,ambiguous_but_useful
protein_021707,TIFY,outputs/json_dataset/full/protein_021707.json,outputs/json_dataset/best_only/protein_021707.json,coverage,false,,1,ambiguous_but_useful
protein_021708,TIFY 9 gene,outputs/json_dataset/full/protein_021708.json,outputs/json_dataset/best_only/protein_021708.json,unresolved,false,,0,descriptive_deferred
protein_021709,TIFY domain containing protein,outputs/json_dataset/full/protein_021709.json,outputs/json_dataset/best_only/protein_021709.json,unresolved,false,,0,descriptive_deferred
protein_021710,TIFY gene family,outputs/json_dataset/full/protein_021710.json,outputs/json_dataset/best_only/protein_021710.json,unresolved,false,,0,descriptive_deferred
protein_021711,TIFY genes,outputs/json_dataset/full/protein_021711.json,outputs/json_dataset/best_only/protein_021711.json,unresolved,false,,0,descriptive_deferred
protein_021712,TIFY proteins,outputs/json_dataset/full/protein_021712.json,outputs/json_dataset/best_only/protein_021712.json,unresolved,false,,0,descriptive_deferred
protein_021713,TIFY/JAZ domain proteins,outputs/json_dataset/full/protein_021713.json,outputs/json_dataset/best_only/protein_021713.json,unresolved,false,,0,descriptive_deferred
protein_021714,TIFY/JAZ domain-containing transcriptional repressors,outputs/json_dataset/full/protein_021714.json,outputs/json_dataset/best_only/protein_021714.json,unresolved,false,,0,descriptive_deferred
protein_021715,TIFY10A,outputs/json_dataset/full/protein_021715.json,outputs/json_dataset/best_only/protein_021715.json,coverage,false,,2,ambiguous_but_useful
protein_021716,TIFY11B,outputs/json_dataset/full/protein_021716.json,outputs/json_dataset/best_only/protein_021716.json,coverage,false,,2,ambiguous_but_useful
protein_021717,TIFY5,outputs/json_dataset/full/protein_021717.json,outputs/json_dataset/best_only/protein_021717.json,coverage,false,,2,ambiguous_but_useful
protein_021718,TIFY6B,outputs/json_dataset/full/protein_021718.json,outputs/json_dataset/best_only/protein_021718.json,coverage,false,,2,ambiguous_but_useful
protein_021719,TIFY8 gene,outputs/json_dataset/full/protein_021719.json,outputs/json_dataset/best_only/protein_021719.json,unresolved,false,,0,descriptive_deferred
protein_021720,TIL,outputs/json_dataset/full/protein_021720.json,outputs/json_dataset/best_only/protein_021720.json,coverage,false,,1,ambiguous_but_useful
protein_021721,TIL protein,outputs/json_dataset/full/protein_021721.json,outputs/json_dataset/best_only/protein_021721.json,unresolved,false,,0,descriptive_deferred
protein_021722,TIL1,outputs/json_dataset/full/protein_021722.json,outputs/json_dataset/best_only/protein_021722.json,coverage,false,,2,ambiguous_but_useful
protein_021723,Tiller Enhancer,outputs/json_dataset/full/protein_021723.json,outputs/json_dataset/best_only/protein_021723.json,unresolved,false,,0,descriptive_deferred
protein_021724,TILs,outputs/json_dataset/full/protein_021724.json,outputs/json_dataset/best_only/protein_021724.json,unresolved,false,,0,descriptive_deferred
protein_021725,TIMP core domain,outputs/json_dataset/full/protein_021725.json,outputs/json_dataset/best_only/protein_021725.json,unresolved,false,,0,descriptive_deferred
protein_021726,TIN1,outputs/json_dataset/full/protein_021726.json,outputs/json_dataset/best_only/protein_021726.json,coverage,false,,1,ambiguous_but_useful
protein_021727,TIP,outputs/json_dataset/full/protein_021727.json,outputs/json_dataset/best_only/protein_021727.json,coverage,false,,1,ambiguous_but_useful
protein_021728,TIP genes,outputs/json_dataset/full/protein_021728.json,outputs/json_dataset/best_only/protein_021728.json,unresolved,false,,0,descriptive_deferred
protein_021729,TIP1,outputs/json_dataset/full/protein_021729.json,outputs/json_dataset/best_only/protein_021729.json,coverage,false,,3,ambiguous_but_useful
protein_021730,TIP1-1,outputs/json_dataset/full/protein_021730.json,outputs/json_dataset/best_only/protein_021730.json,unresolved,false,,0,descriptive_deferred
protein_021731,TIP1-3,outputs/json_dataset/full/protein_021731.json,outputs/json_dataset/best_only/protein_021731.json,unresolved,false,,0,descriptive_deferred
protein_021732,TIP2-1,outputs/json_dataset/full/protein_021732.json,outputs/json_dataset/best_only/protein_021732.json,unresolved,false,,0,descriptive_deferred
protein_021733,TIP2;1,outputs/json_dataset/full/protein_021733.json,outputs/json_dataset/best_only/protein_021733.json,unresolved,false,,0,descriptive_deferred
protein_021734,TIP3,outputs/json_dataset/full/protein_021734.json,outputs/json_dataset/best_only/protein_021734.json,coverage,false,,1,ambiguous_but_useful
protein_021735,TIP3 protein,outputs/json_dataset/full/protein_021735.json,outputs/json_dataset/best_only/protein_021735.json,unresolved,false,,0,descriptive_deferred
protein_021736,TIP3;1,outputs/json_dataset/full/protein_021736.json,outputs/json_dataset/best_only/protein_021736.json,unresolved,false,,0,descriptive_deferred
protein_021737,tip3;1/tip3;2,outputs/json_dataset/full/protein_021737.json,outputs/json_dataset/best_only/protein_021737.json,unresolved,false,,0,descriptive_deferred
protein_021738,TIP3;2,outputs/json_dataset/full/protein_021738.json,outputs/json_dataset/best_only/protein_021738.json,unresolved,false,,0,descriptive_deferred
protein_021739,TIP41,outputs/json_dataset/full/protein_021739.json,outputs/json_dataset/best_only/protein_021739.json,coverage,false,,5,ambiguous_but_useful
protein_021740,TIP4;1,outputs/json_dataset/full/protein_021740.json,outputs/json_dataset/best_only/protein_021740.json,unresolved,false,,0,descriptive_deferred
protein_021741,TIPs,outputs/json_dataset/full/protein_021741.json,outputs/json_dataset/best_only/protein_021741.json,unresolved,false,,0,descriptive_deferred
protein_021742,TIR,outputs/json_dataset/full/protein_021742.json,outputs/json_dataset/best_only/protein_021742.json,coverage,false,,1,ambiguous_but_useful
protein_021743,TIR1,outputs/json_dataset/full/protein_021743.json,outputs/json_dataset/best_only/protein_021743.json,coverage,false,,1,ambiguous_but_useful
protein_021744,tir1-1,outputs/json_dataset/full/protein_021744.json,outputs/json_dataset/best_only/protein_021744.json,unresolved,false,,0,descriptive_deferred
protein_021745,tir1-1afb2-3afb3-4,outputs/json_dataset/full/protein_021745.json,outputs/json_dataset/best_only/protein_021745.json,unresolved,false,,0,descriptive_deferred
protein_021746,TIR1-like receptors,outputs/json_dataset/full/protein_021746.json,outputs/json_dataset/best_only/protein_021746.json,unresolved,false,,0,descriptive_deferred
protein_021747,TIR1-VENUS,outputs/json_dataset/full/protein_021747.json,outputs/json_dataset/best_only/protein_021747.json,unresolved,false,,0,descriptive_deferred
protein_021748,TIR1/AFB,outputs/json_dataset/full/protein_021748.json,outputs/json_dataset/best_only/protein_021748.json,unresolved,false,,0,descriptive_deferred
protein_021749,TIR1/AFB genes,outputs/json_dataset/full/protein_021749.json,outputs/json_dataset/best_only/protein_021749.json,unresolved,false,,0,descriptive_deferred
protein_021750,TIR1/AFB ligases,outputs/json_dataset/full/protein_021750.json,outputs/json_dataset/best_only/protein_021750.json,unresolved,false,,0,descriptive_deferred
protein_021751,TIR1/AFB receptors,outputs/json_dataset/full/protein_021751.json,outputs/json_dataset/best_only/protein_021751.json,unresolved,false,,0,descriptive_deferred
protein_021752,TIR1:Venus,outputs/json_dataset/full/protein_021752.json,outputs/json_dataset/best_only/protein_021752.json,unresolved,false,,0,descriptive_deferred
protein_021753,TIR2,outputs/json_dataset/full/protein_021753.json,outputs/json_dataset/best_only/protein_021753.json,coverage,false,,1,ambiguous_but_useful
protein_021754,TIRI,outputs/json_dataset/full/protein_021754.json,outputs/json_dataset/best_only/protein_021754.json,unresolved,false,,0,no_species_no_match
protein_021755,TIV1,outputs/json_dataset/full/protein_021755.json,outputs/json_dataset/best_only/protein_021755.json,coverage,false,,1,ambiguous_but_useful
protein_021756,TK,outputs/json_dataset/full/protein_021756.json,outputs/json_dataset/best_only/protein_021756.json,unresolved,false,,0,noise_skipped
protein_021757,TkDREB2,outputs/json_dataset/full/protein_021757.json,outputs/json_dataset/best_only/protein_021757.json,unresolved,false,,5,unknown_species_prefix_global_match
protein_021758,TKPR1,outputs/json_dataset/full/protein_021758.json,outputs/json_dataset/best_only/protein_021758.json,coverage,false,,1,ambiguous_but_useful
protein_021759,TkWRKY gene,outputs/json_dataset/full/protein_021759.json,outputs/json_dataset/best_only/protein_021759.json,unresolved,false,,0,descriptive_deferred
protein_021760,TkWRKY gene family,outputs/json_dataset/full/protein_021760.json,outputs/json_dataset/best_only/protein_021760.json,unresolved,false,,0,descriptive_deferred
protein_021761,TkWRKY genes,outputs/json_dataset/full/protein_021761.json,outputs/json_dataset/best_only/protein_021761.json,unresolved,false,,0,descriptive_deferred
protein_021762,TkWRKY promoters,outputs/json_dataset/full/protein_021762.json,outputs/json_dataset/best_only/protein_021762.json,unresolved,false,,0,descriptive_deferred
protein_021763,TkWRKY10,outputs/json_dataset/full/protein_021763.json,outputs/json_dataset/best_only/protein_021763.json,unresolved,false,,1,unknown_species_prefix_global_match
protein_021764,TkWRKY13,outputs/json_dataset/full/protein_021764.json,outputs/json_dataset/best_only/protein_021764.json,unresolved,false,,1,unknown_species_prefix_global_match
protein_021765,TkWRKY18,outputs/json_dataset/full/protein_021765.json,outputs/json_dataset/best_only/protein_021765.json,unresolved,false,,1,unknown_species_prefix_global_match
protein_021766,TkWRKY21,outputs/json_dataset/full/protein_021766.json,outputs/json_dataset/best_only/protein_021766.json,unresolved,false,,1,unknown_species_prefix_global_match
protein_021767,TkWRKY23,outputs/json_dataset/full/protein_021767.json,outputs/json_dataset/best_only/protein_021767.json,unresolved,false,,1,unknown_species_prefix_global_match
protein_021768,TkWRKY27,outputs/json_dataset/full/protein_021768.json,outputs/json_dataset/best_only/protein_021768.json,unresolved,false,,1,unknown_species_prefix_global_match
protein_021769,TkWRKY38,outputs/json_dataset/full/protein_021769.json,outputs/json_dataset/best_only/protein_021769.json,unresolved,false,,2,unknown_species_prefix_global_match
protein_021770,TkWRKY39,outputs/json_dataset/full/protein_021770.json,outputs/json_dataset/best_only/protein_021770.json,unresolved,false,,1,unknown_species_prefix_global_match
protein_021771,TkWRKY4,outputs/json_dataset/full/protein_021771.json,outputs/json_dataset/best_only/protein_021771.json,unresolved,false,,1,unknown_species_prefix_global_match
protein_021772,TkWRKY6,outputs/json_dataset/full/protein_021772.json,outputs/json_dataset/best_only/protein_021772.json,unresolved,false,,1,unknown_species_prefix_global_match
protein_021773,TkWRKY71,outputs/json_dataset/full/protein_021773.json,outputs/json_dataset/best_only/protein_021773.json,unresolved,false,,3,unknown_species_prefix_global_match
protein_021774,TL1,outputs/json_dataset/full/protein_021774.json,outputs/json_dataset/best_only/protein_021774.json,coverage,false,,3,ambiguous_but_useful
protein_021775,TL29,outputs/json_dataset/full/protein_021775.json,outputs/json_dataset/best_only/protein_021775.json,coverage,false,,1,ambiguous_but_useful
protein_021776,TLD1,outputs/json_dataset/full/protein_021776.json,outputs/json_dataset/best_only/protein_021776.json,unresolved,false,,0,no_species_no_match
protein_021777,TLP18.3,outputs/json_dataset/full/protein_021777.json,outputs/json_dataset/best_only/protein_021777.json,coverage,false,,1,ambiguous_but_useful
protein_021778,TLPs,outputs/json_dataset/full/protein_021778.json,outputs/json_dataset/best_only/protein_021778.json,unresolved,false,,0,descriptive_deferred
protein_021779,TLR,outputs/json_dataset/full/protein_021779.json,outputs/json_dataset/best_only/protein_021779.json,unresolved,false,,0,no_species_no_match
protein_021780,Tm-1,outputs/json_dataset/full/protein_021780.json,outputs/json_dataset/best_only/protein_021780.json,unresolved,false,,0,descriptive_deferred
protein_021781,Tm-2,outputs/json_dataset/full/protein_021781.json,outputs/json_dataset/best_only/protein_021781.json,unresolved,false,,0,descriptive_deferred
protein_021782,Tm-22,outputs/json_dataset/full/protein_021782.json,outputs/json_dataset/best_only/protein_021782.json,unresolved,false,,0,descriptive_deferred
protein_021783,TM-RCA,outputs/json_dataset/full/protein_021783.json,outputs/json_dataset/best_only/protein_021783.json,unresolved,false,,0,descriptive_deferred
protein_021784,tms5,outputs/json_dataset/full/protein_021784.json,outputs/json_dataset/best_only/protein_021784.json,unresolved,false,,0,descriptive_deferred
protein_021785,TMT,outputs/json_dataset/full/protein_021785.json,outputs/json_dataset/best_only/protein_021785.json,coverage,false,,1,ambiguous_but_useful
protein_021786,TMT genes,outputs/json_dataset/full/protein_021786.json,outputs/json_dataset/best_only/protein_021786.json,unresolved,false,,0,descriptive_deferred
protein_021787,TMT protein A2YCW1,outputs/json_dataset/full/protein_021787.json,outputs/json_dataset/best_only/protein_021787.json,unresolved,false,,0,descriptive_deferred
protein_021788,TMT proteins,outputs/json_dataset/full/protein_021788.json,outputs/json_dataset/best_only/protein_021788.json,unresolved,false,,0,descriptive_deferred
protein_021789,TMT1,outputs/json_dataset/full/protein_021789.json,outputs/json_dataset/best_only/protein_021789.json,coverage,false,,3,ambiguous_but_useful
protein_021790,TMT2,outputs/json_dataset/full/protein_021790.json,outputs/json_dataset/best_only/protein_021790.json,coverage,false,,3,ambiguous_but_useful
protein_021791,TMV,outputs/json_dataset/full/protein_021791.json,outputs/json_dataset/best_only/protein_021791.json,unresolved,false,,0,no_species_no_match
protein_021792,TMV-CP,outputs/json_dataset/full/protein_021792.json,outputs/json_dataset/best_only/protein_021792.json,unresolved,false,,0,descriptive_deferred
protein_021793,TNF-α,outputs/json_dataset/full/protein_021793.json,outputs/json_dataset/best_only/protein_021793.json,unresolved,false,,0,descriptive_deferred
protein_021794,Tnt1 A subfamily,outputs/json_dataset/full/protein_021794.json,outputs/json_dataset/best_only/protein_021794.json,unresolved,false,,0,descriptive_deferred
protein_021795,Tnt1 C subfamily,outputs/json_dataset/full/protein_021795.json,outputs/json_dataset/best_only/protein_021795.json,unresolved,false,,0,descriptive_deferred
protein_021796,Tnt1-94,outputs/json_dataset/full/protein_021796.json,outputs/json_dataset/best_only/protein_021796.json,unresolved,false,,0,descriptive_deferred
protein_021797,tobacco CCD genes,outputs/json_dataset/full/protein_021797.json,outputs/json_dataset/best_only/protein_021797.json,unresolved,false,,0,descriptive_deferred
protein_021798,Tobacco etch virus (TEV) NIa domains,outputs/json_dataset/full/protein_021798.json,outputs/json_dataset/best_only/protein_021798.json,unresolved,false,,0,descriptive_deferred
protein_021799,Tobacco etch virus (TEV) NIa protein,outputs/json_dataset/full/protein_021799.json,outputs/json_dataset/best_only/protein_021799.json,unresolved,false,,0,descriptive_deferred
protein_021800,Tobacco etch virus (TEV) NIaPro domain,outputs/json_dataset/full/protein_021800.json,outputs/json_dataset/best_only/protein_021800.json,unresolved,false,,0,descriptive_deferred
